"Tanggal","Terakhir","Pembukaan","Tertinggi","Terendah","Vol.","Perubahan%"
"25/05/2023","395.924.000","393.500.000","396.225.984","388.000.000","0,01K","0,62%"
"24/05/2023","393.500.000","404.527.008","405.204.992","390.000.000","0,03K","-2,73%"
"23/05/2023","404.527.008","400.140.992","406.513.984","399.488.000","0,02K","1,10%"
"22/05/2023","400.140.992","399.900.992","401.368.992","397.000.000","0,02K","0,06%"
"21/05/2023","399.900.992","403.892.000","405.646.016","399.404.000","0,01K","-0,99%"
"20/05/2023","403.892.000","400.475.008","404.172.992","400.000.000","0,01K","0,85%"
"19/05/2023","400.475.008","399.836.992","404.963.008","398.139.008","0,01K","0,16%"
"18/05/2023","399.836.992","405.999.008","407.411.008","393.592.992","0,01K","-1,52%"
"17/05/2023","405.999.008","401.127.008","406.830.016","396.068.992","0,02K","1,21%"
"16/05/2023","401.127.008","404.000.000","404.729.984","400.000.000","0,01K","-0,71%"
"15/05/2023","404.000.000","399.780.000","409.000.000","396.504.000","0,02K","1,06%"
"14/05/2023","399.780.000","397.992.992","401.748.992","395.592.992","0,01K","0,45%"
"13/05/2023","397.992.992","397.750.016","400.000.000","395.876.992","0,01K","0,06%"
"12/05/2023","397.750.016","400.444.000","401.759.008","385.000.000","0,03K","-0,67%"
"11/05/2023","400.444.000","408.566.016","408.636.000","398.000.000","0,02K","-1,99%"
"10/05/2023","408.567.008","409.100.992","417.868.000","400.000.000","0,03K","-0,13%"
"09/05/2023","409.100.992","409.100.000","411.737.984","405.704.992","0,02K","0,00%"
"08/05/2023","409.100.000","419.073.984","421.620.992","404.040.000","0,04K","-2,38%"
"07/05/2023","419.073.984","423.950.016","427.185.984","419.000.000","0,01K","-1,15%"
"06/05/2023","423.950.016","432.563.008","434.716.992","419.150.016","0,03K","-1,99%"
"05/05/2023","432.563.008","423.576.992","433.300.000","423.550.016","0,03K","2,12%"
"04/05/2023","423.576.992","425.468.000","429.500.000","422.190.016","0,02K","-0,44%"
"03/05/2023","425.468.000","422.289.984","427.995.008","415.430.016","0,02K","0,75%"
"02/05/2023","422.289.984","414.988.000","425.000.000","411.487.008","0,02K","1,76%"
"01/05/2023","414.988.000","431.268.992","431.268.992","410.300.000","0,03K","-3,78%"
"30/04/2023","431.268.992","429.894.016","438.531.008","426.366.016","0,02K","0,32%"
"29/04/2023","429.894.016","431.648.992","433.011.008","428.368.992","0,01K","-0,41%"
"28/04/2023","431.648.992","434.000.000","435.862.016","425.468.000","0,01K","-0,54%"
"27/04/2023","434.000.000","423.260.992","440.000.000","423.108.992","0,04K","2,54%"
"26/04/2023","423.260.992","426.855.008","445.000.000","408.000.000","0,07K","-0,84%"
"25/04/2023","426.855.008","415.368.000","430.000.000","411.804.992","0,03K","2,77%"
"24/04/2023","415.368.000","416.775.008","422.000.000","410.000.000","0,02K","-0,34%"
"23/04/2023","416.775.008","420.184.000","420.206.016","414.504.992","0,01K","-0,81%"
"22/04/2023","420.184.000","412.000.000","420.184.000","410.070.016","0,02K","1,99%"
"21/04/2023","412.000.000","425.070.016","426.616.992","410.999.008","0,02K","-3,07%"
"20/04/2023","425.070.016","434.060.992","435.220.000","422.500.000","0,03K","-2,07%"
"19/04/2023","434.060.992","449.899.008","449.900.000","431.164.992","0,03K","-3,52%"
"18/04/2023","449.899.008","435.880.992","450.500.000","432.652.992","0,02K","3,22%"
"17/04/2023","435.880.992","447.795.008","447.795.008","434.000.000","0,05K","-2,66%"
"16/04/2023","447.795.008","447.300.000","449.000.000","446.368.992","0,01K","0,11%"
"15/04/2023","447.300.000","448.903.008","449.999.008","447.257.984","0,01K","-0,36%"
"14/04/2023","448.903.008","446.995.008","454.000.000","444.000.000","0,04K","0,43%"
"13/04/2023","446.995.008","445.456.000","449.128.992","445.020.992","0,02K","0,35%"
"12/04/2023","445.456.000","448.411.008","452.185.984","443.334.016","0,04K","-0,66%"
"11/04/2023","448.411.008","441.654.016","450.721.984","441.654.016","0,06K","1,48%"
"10/04/2023","441.852.000","422.516.000","442.001.984","421.216.000","0,04K","4,42%"
"09/04/2023","423.143.008","417.777.984","424.000.000","417.000.000","0,02K","1,28%"
"08/04/2023","417.777.984","417.183.008","421.084.992","417.183.008","0,01K","0,14%"
"07/04/2023","417.203.008","418.363.008","419.448.992","416.540.992","0,01K","-0,28%"
"06/04/2023","418.363.008","420.414.016","420.943.008","416.000.000","0,02K","-0,49%"
"05/04/2023","420.414.016","420.848.992","427.648.000","417.000.000","0,04K","-0,10%"
"04/04/2023","420.848.992","417.983.008","423.500.000","416.452.992","0,03K","0,69%"
"03/04/2023","417.983.008","423.104.000","425.499.008","410.828.992","0,03K","-1,21%"
"02/04/2023","423.104.000","427.648.000","427.648.000","420.319.008","0,01K","-1,06%"
"01/04/2023","427.648.000","427.999.008","430.804.000","424.652.992","0,02K","-0,08%"
"31/03/2023","427.999.008","423.112.000","428.800.000","418.008.000","0,04K","1,19%"
"30/03/2023","422.983.008","427.217.984","438.911.008","418.951.008","0,05K","-0,99%"
"29/03/2023","427.217.984","412.548.000","430.500.000","412.548.000","0,03K","3,56%"
"28/03/2023","412.548.000","414.480.992","417.299.008","405.000.000","0,04K","-0,46%"
"27/03/2023","414.444.992","427.800.000","427.800.000","408.000.000","0,06K","-3,12%"
"26/03/2023","427.800.000","420.380.992","430.000.000","420.188.000","0,02K","1,76%"
"25/03/2023","420.380.992","418.476.992","425.657.984","417.400.000","0,01K","0,45%"
"24/03/2023","418.476.992","430.999.008","433.224.992","414.640.992","0,04K","-2,91%"
"23/03/2023","430.999.008","420.928.000","436.600.000","418.000.000","0,04K","2,39%"
"22/03/2023","420.928.000","431.153.984","440.644.000","411.000.000","0,06K","-2,37%"
"21/03/2023","431.153.984","426.700.992","435.000.000","421.788.000","0,04K","1,04%"
"20/03/2023","426.700.992","430.000.000","435.950.016","420.000.000","0,05K","-0,77%"
"19/03/2023","430.000.000","413.016.992","434.343.008","411.700.000","0,04K","4,11%"
"18/03/2023","413.016.992","419.500.000","423.374.016","411.099.008","0,05K","-1,55%"
"17/03/2023","419.500.000","383.668.000","424.758.016","383.667.008","0,09K","9,34%"
"16/03/2023","383.668.000","374.073.984","385.000.000","372.028.000","0,04K","2,56%"
"15/03/2023","374.073.984","377.214.016","385.060.000","369.000.000","0,05K","-0,83%"
"14/03/2023","377.214.016","367.399.008","400.000.000","367.399.008","0,11K","2,67%"
"13/03/2023","367.399.008","339.859.008","372.000.000","337.228.992","0,10K","8,10%"
"12/03/2023","339.859.008","316.999.008","340.291.008","314.904.992","0,03K","7,21%"
"11/03/2023","316.999.008","312.636.992","322.936.000","307.926.016","0,03K","1,40%"
"10/03/2023","312.636.992","317.102.016","317.102.016","305.716.992","0,05K","-1,41%"
"09/03/2023","317.102.016","335.000.000","337.028.992","314.000.000","0,06K","-5,34%"
"08/03/2023","335.000.000","342.473.984","342.502.016","335.000.000","0,03K","-2,09%"
"07/03/2023","342.167.008","344.431.008","345.190.016","340.343.008","0,02K","-0,66%"
"06/03/2023","344.431.008","343.328.000","345.332.992","342.774.016","0,01K","0,32%"
"05/03/2023","343.328.000","342.008.992","345.334.016","341.000.000","0,02K","0,39%"
"04/03/2023","342.008.992","342.028.000","343.507.008","341.119.008","0,01K","-0,01%"
"03/03/2023","342.028.000","357.243.008","357.252.992","340.880.000","0,05K","-4,26%"
"02/03/2023","357.243.008","359.766.016","360.964.000","356.000.000","0,02K","-0,70%"
"01/03/2023","359.766.016","354.999.008","365.096.000","354.000.992","0,03K","1,34%"
"28/02/2023","354.999.008","359.350.016","359.480.000","354.000.000","0,02K","-1,21%"
"27/02/2023","359.350.016","360.256.992","364.420.000","356.127.008","0,04K","-0,25%"
"26/02/2023","360.256.992","354.232.000","362.008.000","354.080.000","0,02K","1,70%"
"25/02/2023","354.232.000","354.248.992","355.203.008","350.560.000","0,02K","0,00%"
"24/02/2023","354.248.992","363.980.000","366.665.984","352.116.000","0,04K","-2,67%"
"23/02/2023","363.980.000","368.361.984","373.000.000","361.488.000","0,04K","-1,19%"
"22/02/2023","368.361.984","372.648.992","373.768.992","360.883.008","0,04K","-1,15%"
"21/02/2023","372.648.992","377.000.000","381.500.000","370.150.016","0,05K","-1,15%"
"20/02/2023","377.000.000","370.668.000","380.000.000","365.000.000","0,04K","1,71%"
"19/02/2023","370.668.000","373.940.000","380.398.016","370.668.000","0,04K","-0,88%"
"18/02/2023","373.940.000","372.015.008","375.000.000","370.344.992","0,02K","0,52%"
"17/02/2023","372.015.008","356.278.016","376.500.000","354.056.000","0,06K","4,42%"
"16/02/2023","356.278.016","366.200.000","377.500.000","356.278.016","0,08K","-2,71%"
"15/02/2023","366.200.000","337.376.000","367.000.000","335.643.008","0,06K","8,54%"
"14/02/2023","337.376.000","332.326.016","338.500.000","329.500.000","0,02K","1,52%"
"13/02/2023","332.326.016","331.239.008","334.704.000","327.875.008","0,02K","0,33%"
"12/02/2023","331.239.008","331.476.000","334.872.992","331.071.008","0,02K","-0,07%"
"11/02/2023","331.476.000","328.305.984","331.788.992","326.991.008","0,02K","0,97%"
"10/02/2023","328.305.984","331.907.008","334.583.008","326.603.008","0,05K","-1,08%"
"09/02/2023","331.907.008","347.399.008","348.121.984","331.884.992","0,04K","-4,46%"
"08/02/2023","347.399.008","351.299.008","352.710.016","345.150.016","0,04K","-1,11%"
"07/02/2023","351.299.008","344.952.992","351.766.016","343.000.000","0,06K","1,66%"
"06/02/2023","345.555.008","346.384.992","350.000.000","340.000.000","0,04K","-0,24%"
"05/02/2023","346.384.992","349.820.000","350.940.992","345.000.000","0,02K","-0,98%"
"04/02/2023","349.820.000","351.016.000","354.278.016","349.224.992","0,03K","-0,34%"
"03/02/2023","351.016.000","350.724.000","353.700.000","347.384.000","0,04K","0,08%"
"02/02/2023","350.724.000","353.718.016","360.000.000","350.156.992","0,04K","-0,85%"
"01/02/2023","353.718.016","347.192.000","354.499.008","343.732.992","0,02K","1,88%"
"31/01/2023","347.192.000","343.441.984","348.209.984","342.969.984","0,02K","1,09%"
"30/01/2023","343.441.984","356.358.016","356.500.000","341.428.000","0,03K","-3,62%"
"29/01/2023","356.358.016","346.000.000","358.999.008","345.999.008","0,02K","2,99%"
"28/01/2023","346.000.000","346.059.008","347.419.008","345.727.008","0,01K","-0,02%"
"27/01/2023","346.059.008","345.510.016","352.000.000","340.099.008","0,02K","0,16%"
"26/01/2023","345.510.016","346.750.016","348.304.992","345.000.000","0,02K","-0,36%"
"25/01/2023","346.750.016","340.262.016","354.880.992","336.643.008","0,03K","1,91%"
"24/01/2023","340.262.016","345.680.000","347.932.992","339.454.016","0,03K","-1,57%"
"23/01/2023","345.696.992","343.497.984","348.500.000","341.372.992","0,03K","0,64%"
"22/01/2023","343.497.984","342.368.000","347.144.992","338.368.000","0,02K","0,33%"
"21/01/2023","342.368.000","336.504.992","349.224.000","336.264.992","0,05K","1,74%"
"20/01/2023","336.504.992","316.868.992","336.505.984","314.433.984","0,05K","6,20%"
"19/01/2023","316.868.992","311.728.000","318.000.000","311.728.000","0,02K","1,65%"
"18/01/2023","311.728.000","318.958.016","322.367.008","308.064.000","0,04K","-2,27%"
"17/01/2023","318.958.016","318.732.000","322.500.000","314.833.984","0,04K","0,07%"
"16/01/2023","318.732.000","316.100.000","320.742.016","312.550.016","0,03K","0,83%"
"15/01/2023","316.100.000","317.428.000","317.428.000","312.000.000","0,02K","-0,42%"
"14/01/2023","317.428.000","300.105.984","319.832.000","300.105.984","0,08K","5,77%"
"13/01/2023","300.105.984","287.251.008","301.958.016","284.804.000","0,05K","4,48%"
"12/01/2023","287.251.008","275.513.984","289.208.992","275.116.992","0,05K","4,26%"
"11/01/2023","275.513.984","271.257.984","275.844.000","268.004.992","0,02K","1,57%"
"10/01/2023","271.257.984","268.428.000","271.596.992","268.002.000","0,02K","1,05%"
"09/01/2023","268.428.000","265.758.000","273.113.984","265.758.000","0,04K","1,00%"
"08/01/2023","265.758.000","263.996.992","265.844.992","263.996.000","0,01K","0,67%"
"07/01/2023","263.996.992","263.108.992","264.776.992","263.108.992","0,01K","0,34%"
"06/01/2023","263.108.992","262.186.000","263.772.992","261.588.000","0,02K","0,35%"
"05/01/2023","262.186.000","262.110.000","263.019.008","261.588.000","0,01K","0,03%"
"04/01/2023","262.110.000","260.830.000","263.472.992","260.075.008","0,01K","0,49%"
"03/01/2023","260.830.000","260.792.992","261.900.000","260.000.000","0,01K","0,01%"
"02/01/2023","260.792.992","260.740.992","262.648.000","259.419.008","0,01K","0,02%"
"01/01/2023","260.740.992","259.598.000","260.740.992","259.052.000","0,01K","0,44%"
"31/12/2022","259.598.000","259.884.992","260.602.000","259.176.992","0,01K","-0,11%"
"30/12/2022","259.884.992","263.100.992","263.100.992","256.568.992","0,02K","-1,22%"
"29/12/2022","263.100.992","261.674.000","298.974.016","260.004.992","0,04K","0,55%"
"28/12/2022","261.674.000","262.004.992","264.000.000","261.510.000","0,03K","-0,20%"
"27/12/2022","262.200.000","263.959.008","265.256.000","262.000.000","0,01K","-0,67%"
"26/12/2022","263.959.008","263.500.000","264.888.992","262.854.000","0,01K","0,17%"
"25/12/2022","263.500.000","262.998.000","263.500.000","262.150.000","0,01K","0,19%"
"24/12/2022","262.998.000","262.000.000","263.290.000","262.000.000","0,01K","0,38%"
"23/12/2022","262.000.000","262.032.000","263.576.000","261.466.000","0,01K","-0,01%"
"22/12/2022","262.032.000","261.379.008","262.962.000","259.012.992","0,02K","0,25%"
"21/12/2022","261.379.008","263.480.000","263.564.992","260.759.008","0,01K","-0,80%"
"20/12/2022","263.480.000","257.752.992","265.776.000","257.752.992","0,03K","2,22%"
"19/12/2022","257.752.992","264.427.008","264.638.000","257.748.992","0,03K","-2,52%"
"18/12/2022","264.427.008","262.979.008","264.912.992","262.979.008","0,01K","0,55%"
"17/12/2022","262.979.008","261.288.000","263.600.000","261.000.992","0,02K","0,34%"
"16/12/2022","262.092.000","270.772.992","273.260.000","260.740.992","0,04K","-3,21%"
"15/12/2022","270.772.992","277.415.008","278.060.992","268.979.008","0,05K","-2,39%"
"14/12/2022","277.415.008","277.475.008","285.001.984","277.415.008","0,04K","-0,02%"
"13/12/2022","277.475.008","268.800.000","278.000.000","267.488.000","0,05K","3,23%"
"12/12/2022","268.800.000","267.200.992","269.000.000","264.846.000","0,03K","0,60%"
"11/12/2022","267.200.992","267.248.000","267.783.008","266.652.992","0,02K","-0,02%"
"10/12/2022","267.248.000","266.847.008","267.594.000","266.652.992","0,01K","0,22%"
"09/12/2022","266.652.992","269.504.000","269.659.008","266.286.000","0,03K","-1,06%"
"08/12/2022","269.504.000","264.100.000","270.000.000","263.386.000","0,02K","2,05%"
"07/12/2022","264.100.000","267.408.000","267.700.000","263.000.000","0,02K","-1,23%"
"06/12/2022","267.390.000","263.340.000","267.390.000","263.340.000","0,02K","1,54%"
"05/12/2022","263.340.000","264.850.000","268.280.992","263.000.000","0,03K","-0,57%"
"04/12/2022","264.850.000","263.087.008","264.999.008","262.599.008","0,01K","0,67%"
"03/12/2022","263.087.008","264.280.000","265.276.992","262.940.000","0,02K","-0,45%"
"02/12/2022","264.280.000","263.892.000","264.702.000","262.536.000","0,02K","0,15%"
"01/12/2022","263.892.000","267.795.008","268.484.992","262.712.992","0,04K","-1,46%"
"30/11/2022","267.795.008","259.810.000","268.000.000","259.508.992","0,04K","3,07%"
"29/11/2022","259.810.000","257.770.000","262.000.000","256.828.000","0,03K","0,79%"
"28/11/2022","257.770.000","260.172.992","260.995.008","256.000.000","0,03K","-0,92%"
"27/11/2022","260.172.992","260.227.008","262.195.008","260.000.992","0,01K","-0,02%"
"26/11/2022","260.227.008","260.500.000","262.000.000","259.627.008","0,01K","-0,10%"
"25/11/2022","260.499.008","260.000.000","260.515.008","257.159.008","0,02K","0,19%"
"24/11/2022","260.000.000","260.088.000","262.000.000","258.500.000","0,03K","-0,03%"
"23/11/2022","260.088.000","256.000.000","261.260.992","255.999.008","0,03K","1,60%"
"22/11/2022","256.000.000","250.780.000","259.174.000","249.344.992","0,05K","2,08%"
"21/11/2022","250.780.000","257.180.992","257.326.000","248.811.008","0,05K","-2,49%"
"20/11/2022","257.180.992","262.132.992","262.464.000","256.855.008","0,03K","-1,89%"
"19/11/2022","262.132.992","261.468.992","262.140.000","260.840.000","0,02K","0,37%"
"18/11/2022","261.164.000","263.999.008","264.406.000","260.012.000","0,02K","-0,28%"
"17/11/2022","261.890.000","261.726.000","262.623.008","258.800.992","0,02K","0,78%"
"16/11/2022","259.867.008","262.999.008","266.740.992","258.499.008","0,05K","-1,19%"
"15/11/2022","262.999.008","260.231.008","266.866.000","258.832.992","0,04K","1,06%"
"14/11/2022","260.231.008","256.664.000","266.948.992","249.999.008","0,07K","1,39%"
"13/11/2022","256.664.000","263.150.000","264.483.008","256.664.000","0,04K","-2,46%"
"12/11/2022","263.150.000","266.270.000","266.730.000","261.868.992","0,05K","-1,17%"
"11/11/2022","266.270.000","276.951.008","278.875.008","261.179.008","0,08K","-3,86%"
"10/11/2022","276.951.008","251.988.992","284.168.000","251.988.000","0,13K","9,91%"
"09/11/2022","251.988.992","297.009.984","299.000.000","251.571.008","0,16K","-15,16%"
"08/11/2022","297.009.984","323.534.016","325.364.992","285.368.992","0,13K","-8,20%"
"07/11/2022","323.534.016","327.204.992","329.420.992","322.559.008","0,03K","-1,12%"
"06/11/2022","327.204.992","331.456.000","331.584.992","326.820.000","0,03K","-1,28%"
"05/11/2022","331.456.000","329.212.992","334.484.000","329.212.000","0,03K","0,68%"
"04/11/2022","329.212.992","316.737.984","330.000.000","316.424.992","0,07K","3,94%"
"03/11/2022","316.737.984","315.782.016","318.985.984","315.000.000","0,02K","0,30%"
"02/11/2022","315.780.992","320.231.008","322.515.008","314.772.992","0,04K","-1,43%"
"01/11/2022","320.368.000","319.200.000","321.500.000","318.500.000","0,03K","0,37%"
"31/10/2022","319.200.000","319.998.016","323.480.000","316.801.984","0,06K","-0,25%"
"30/10/2022","319.998.016","322.447.008","324.463.008","318.873.984","0,03K","-0,76%"
"29/10/2022","322.447.008","320.532.000","325.150.016","320.128.992","0,04K","0,60%"
"28/10/2022","320.532.000","315.068.992","321.604.000","311.907.008","0,04K","1,73%"
"27/10/2022","315.068.992","322.201.984","323.499.008","314.544.992","0,04K","-2,21%"
"26/10/2022","322.201.984","311.508.000","325.000.000","311.508.000","0,06K","3,43%"
"25/10/2022","311.508.000","300.676.000","315.000.000","300.000.000","0,07K","3,60%"
